model,prefix_type,paraphrase_index,prompt,response,decision_tokens,top_tokens,is_reasoning_model,thinking_content
google/gemma-3-12b-it,negative_money,2,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

Two participants make simultaneous decisions. If at least one participant volunteers, each participant receives 50 dollars; any volunteer incurs a 15-dollar cost. If no participant volunteers, both receive 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9968752861022949), ('volunteer', 0.0031246941071003675)]","[('wait', 0.9968752861022949), ('volunteer', 0.0031246941071003675), ('wa', 6.169064814542935e-09), ('vol', 3.6622516130790927e-09), ('Wait', 5.0069025314680715e-11)]",False,
google/gemma-3-12b-it,none,2,"Answer with one word only: volunteer or wait

Two participants make simultaneous decisions. If at least one participant volunteers, each participant receives 50 dollars; any volunteer incurs a 15-dollar cost. If no participant volunteers, both receive 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9249404668807983), ('volunteer', 0.07505952566862106)]","[('wait', 0.9249404668807983), ('volunteer', 0.07505952566862106), ('vol', 1.1091558782538868e-08), ('wa', 9.046106974608392e-09), (' volunteer', 3.158384664914138e-11)]",False,
google/gemma-3-12b-it,positive_money,3,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

You and another player decide at the same time. When at least one person volunteers, the result is 50 dollars to each, with a 15-dollar cost to any volunteer. When no one volunteers, the result is 0 dollars to both. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.7973065972328186), ('volunteer', 0.20269335806369781)]","[('wait', 0.7973065972328186), ('volunteer', 0.20269335806369781), ('vol', 2.1193757859805373e-09), ('wa', 1.7178357625269314e-09), (' volunteer', 1.4111509183400983e-10)]",False,
google/gemma-3-12b-it,neutral_money,3,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

You and another player decide at the same time. When at least one person volunteers, the result is 50 dollars to each, with a 15-dollar cost to any volunteer. When no one volunteers, the result is 0 dollars to both. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9997623562812805), ('volunteer', 0.0002377032651565969)]","[('wait', 0.9997623562812805), ('volunteer', 0.0002377032651565969), ('wa', 4.378712115116201e-10), ('vol', 6.761729370863279e-11), ('Wait', 2.883470589035153e-12)]",False,
google/gemma-3-12b-it,negative_money,3,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

You and another player decide at the same time. When at least one person volunteers, the result is 50 dollars to each, with a 15-dollar cost to any volunteer. When no one volunteers, the result is 0 dollars to both. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.999871015548706), ('volunteer', 0.00012894082465209067)]","[('wait', 0.999871015548706), ('volunteer', 0.00012894082465209067), ('wa', 1.8652761557547137e-09), ('vol', 9.660403588185318e-10), ('Wait', 1.543220239097476e-11)]",False,
google/gemma-3-12b-it,none,3,"Answer with one word only: volunteer or wait

You and another player decide at the same time. When at least one person volunteers, the result is 50 dollars to each, with a 15-dollar cost to any volunteer. When no one volunteers, the result is 0 dollars to both. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.0448356494307518), ('volunteer', 0.95516437292099)]","[('volunteer', 0.95516437292099), ('wait', 0.0448356494307518), ('vol', 1.3922655028864028e-08), ('wa', 4.805668640806005e-10), (' volunteer', 3.3382629993639057e-10)]",False,
google/gemma-3-12b-it,positive_money,4,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

You must either step up or hold back. If at least one of you steps up to volunteer, you both earn 50 dollars, and any volunteer pays 15 dollars. If you both hold back, everyone gets 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.0002861034881789237), ('volunteer', 0.9997138381004333)]","[('volunteer', 0.9997138381004333), ('wait', 0.0002861034881789237), ('vol', 1.2841712138111916e-09), (' volunteer', 2.328243986493561e-10), ('Volunteer', 4.8445400468999367e-11)]",False,
google/gemma-3-12b-it,neutral_money,4,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

You must either step up or hold back. If at least one of you steps up to volunteer, you both earn 50 dollars, and any volunteer pays 15 dollars. If you both hold back, everyone gets 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.02713557705283165), ('volunteer', 0.9728643894195557)]","[('volunteer', 0.9728643894195557), ('wait', 0.02713557705283165), ('vol', 6.293391363598744e-10), ('wa', 2.704875490255887e-10), (' volunteer', 7.814909830372585e-11)]",False,
google/gemma-3-12b-it,negative_money,4,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

You must either step up or hold back. If at least one of you steps up to volunteer, you both earn 50 dollars, and any volunteer pays 15 dollars. If you both hold back, everyone gets 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.0019420238677412271), ('volunteer', 0.9980579018592834)]","[('volunteer', 0.9980579018592834), ('wait', 0.0019420238677412271), ('vol', 1.342121080938341e-09), ('wa', 5.526719706883121e-11), (' volunteer', 4.942322245904407e-11)]",False,
google/gemma-3-12b-it,none,4,"Answer with one word only: volunteer or wait

You must either step up or hold back. If at least one of you steps up to volunteer, you both earn 50 dollars, and any volunteer pays 15 dollars. If you both hold back, everyone gets 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.016789205372333527), ('volunteer', 0.9832108020782471)]","[('volunteer', 0.9832108020782471), ('wait', 0.016789205372333527), ('vol', 3.248201929650918e-09), ('wa', 1.1483708428627892e-10), (' volunteer', 7.967317083856784e-11)]",False,
google/gemma-3-12b-it,positive_money,5,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

From your perspective, you and one other person choose simultaneously. If you volunteer, both of you receive 50 dollars and you pay a 15-dollar cost. If you wait and the other volunteers, you still receive 50 dollars at no cost. If you both wait, you each get 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9999634027481079), ('volunteer', 3.664617906906642e-05)]","[('wait', 0.9999634027481079), ('volunteer', 3.664617906906642e-05), ('wa', 3.141580884324924e-10), ('vol', 7.508135779765723e-11), ('Wait', 1.3059532621984005e-11)]",False,
google/gemma-3-12b-it,neutral_money,5,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

From your perspective, you and one other person choose simultaneously. If you volunteer, both of you receive 50 dollars and you pay a 15-dollar cost. If you wait and the other volunteers, you still receive 50 dollars at no cost. If you both wait, you each get 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.8170281648635864), ('volunteer', 0.1829717755317688)]","[('wait', 0.8170281648635864), ('volunteer', 0.1829717755317688), ('wa', 2.811458843510195e-10), ('vol', 1.4400447501117242e-10), (' volunteer', 3.349838462174404e-11)]",False,
google/gemma-3-12b-it,negative_money,5,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

From your perspective, you and one other person choose simultaneously. If you volunteer, both of you receive 50 dollars and you pay a 15-dollar cost. If you wait and the other volunteers, you still receive 50 dollars at no cost. If you both wait, you each get 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9999866485595703), ('volunteer', 1.3299132660904434e-05)]","[('wait', 0.9999866485595703), ('volunteer', 1.3299132660904434e-05), ('wa', 5.810302794451161e-10), ('vol', 1.0329096605810051e-10), ('Wait', 3.23559685988517e-11)]",False,
google/gemma-3-12b-it,none,5,"Answer with one word only: volunteer or wait

From your perspective, you and one other person choose simultaneously. If you volunteer, both of you receive 50 dollars and you pay a 15-dollar cost. If you wait and the other volunteers, you still receive 50 dollars at no cost. If you both wait, you each get 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9953240752220154), ('volunteer', 0.004675977863371372)]","[('wait', 0.9953240752220154), ('volunteer', 0.004675977863371372), ('vol', 1.293544160674287e-09), ('wa', 1.227354773369882e-09), (' volunteer', 1.6737198432759115e-11)]",False,
google/gemma-3-12b-it,positive_money,6,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

Here's the deal: it's you and one other person deciding at the same time. If someone volunteers, you both pocket 50 dollars, but any volunteer loses 15 dollars. If nobody steps up, it's 0 dollars each. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.998536229133606), ('volunteer', 0.0014637907734140754)]","[('wait', 0.998536229133606), ('volunteer', 0.0014637907734140754), ('wa', 1.3710780066844563e-08), ('vol', 1.3873766580019264e-09), ('Wait', 8.049235583618142e-11)]",False,
google/gemma-3-12b-it,neutral_money,6,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

Here's the deal: it's you and one other person deciding at the same time. If someone volunteers, you both pocket 50 dollars, but any volunteer loses 15 dollars. If nobody steps up, it's 0 dollars each. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9999955892562866), ('volunteer', 4.407598225952825e-06)]","[('wait', 0.9999955892562866), ('volunteer', 4.407598225952825e-06), ('wa', 9.34996524648568e-10), ('vol', 3.452870281361875e-11), ('Wait', 1.064215816165559e-11)]",False,
google/gemma-3-12b-it,negative_money,6,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

Here's the deal: it's you and one other person deciding at the same time. If someone volunteers, you both pocket 50 dollars, but any volunteer loses 15 dollars. If nobody steps up, it's 0 dollars each. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9999353885650635), ('volunteer', 6.457434938056394e-05)]","[('wait', 0.9999353885650635), ('volunteer', 6.457434938056394e-05), ('wa', 1.343190536573502e-08), ('vol', 2.1752362133753422e-09), ('Wait', 7.9537765262927e-11)]",False,
google/gemma-3-12b-it,none,6,"Answer with one word only: volunteer or wait

Here's the deal: it's you and one other person deciding at the same time. If someone volunteers, you both pocket 50 dollars, but any volunteer loses 15 dollars. If nobody steps up, it's 0 dollars each. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9998013377189636), ('volunteer', 0.0001986344432225451)]","[('wait', 0.9998013377189636), ('volunteer', 0.0001986344432225451), ('wa', 1.5312455747817921e-09), ('vol', 6.709681144023705e-10), ('sit', 7.182602602961996e-12)]",False,
google/gemma-3-12b-it,positive_money,7,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

Payoff: 50 dollars each if someone volunteers. Cost: any volunteer pays 15 dollars. Risk: if no one volunteers, both receive 0 dollars. You and another participant decide simultaneously. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.009328841231763363), ('volunteer', 0.9906711578369141)]","[('volunteer', 0.9906711578369141), ('wait', 0.009328841231763363), ('vol', 3.880263221844871e-09), (' volunteer', 2.2238477725977646e-10), ('wa', 5.7352199378524205e-11)]",False,
google/gemma-3-12b-it,neutral_money,7,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

Payoff: 50 dollars each if someone volunteers. Cost: any volunteer pays 15 dollars. Risk: if no one volunteers, both receive 0 dollars. You and another participant decide simultaneously. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.44623643159866333), ('volunteer', 0.5537635684013367)]","[('volunteer', 0.5537635684013367), ('wait', 0.44623643159866333), ('wa', 1.235212709893574e-09), ('vol', 3.3344493832743183e-10), (' volunteer', 4.8923684548007884e-11)]",False,
google/gemma-3-12b-it,negative_money,7,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

Payoff: 50 dollars each if someone volunteers. Cost: any volunteer pays 15 dollars. Risk: if no one volunteers, both receive 0 dollars. You and another participant decide simultaneously. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.8774362206459045), ('volunteer', 0.12256382405757904)]","[('wait', 0.8774362206459045), ('volunteer', 0.12256382405757904), ('wa', 2.22322449339174e-09), ('vol', 1.8066208529177175e-09), (' volunteer', 8.486083363790087e-11)]",False,
google/gemma-3-12b-it,none,7,"Answer with one word only: volunteer or wait

Payoff: 50 dollars each if someone volunteers. Cost: any volunteer pays 15 dollars. Risk: if no one volunteers, both receive 0 dollars. You and another participant decide simultaneously. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.4769365191459656), ('volunteer', 0.5230634808540344)]","[('volunteer', 0.5230634808540344), ('wait', 0.4769365191459656), ('vol', 1.922255243869131e-08), ('wa', 2.6721678203500687e-09), (' volunteer', 8.836038151160963e-11)]",False,
