model,prefix_type,paraphrase_index,prompt,response,decision_tokens,top_tokens,is_reasoning_model,thinking_content
google/gemma-3-4b-it,negative_money,2,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

Two participants make simultaneous decisions. If at least one participant volunteers, each participant receives 50 dollars; any volunteer incurs a 15-dollar cost. If no participant volunteers, both receive 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 1.428851464879699e-05), ('volunteer', 0.9999856948852539)]","[('volunteer', 0.9999856948852539), ('wait', 1.428851464879699e-05), ('vol', 3.4197282783310357e-09), (' volunteer', 5.244543133109403e-10), ('both', 1.3407430721201763e-10)]",False,
google/gemma-3-4b-it,none,2,"Answer with one word only: volunteer or wait

Two participants make simultaneous decisions. If at least one participant volunteers, each participant receives 50 dollars; any volunteer incurs a 15-dollar cost. If no participant volunteers, both receive 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 4.31722255598288e-05), ('volunteer', 0.9999568462371826)]","[('volunteer', 0.9999568462371826), ('wait', 4.31722255598288e-05), ('vol', 7.09041625412965e-09), ('both', 1.3016958622102948e-09), ('either', 7.574630367379598e-10)]",False,
google/gemma-3-4b-it,positive_money,3,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

You and another player decide at the same time. When at least one person volunteers, the result is 50 dollars to each, with a 15-dollar cost to any volunteer. When no one volunteers, the result is 0 dollars to both. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 3.685453577872977e-07), ('volunteer', 0.9999996423721313)]","[('volunteer', 0.9999996423721313), ('wait', 3.685453577872977e-07), ('vol', 1.8546325364354743e-08), (' volunteer', 2.596372283836246e-10), ('donate', 1.604645027963869e-10)]",False,
google/gemma-3-4b-it,neutral_money,3,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

You and another player decide at the same time. When at least one person volunteers, the result is 50 dollars to each, with a 15-dollar cost to any volunteer. When no one volunteers, the result is 0 dollars to both. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 5.6329223298234865e-05), ('volunteer', 0.9999436140060425)]","[('volunteer', 0.9999436140060425), ('wait', 5.6329223298234865e-05), ('vol', 4.467430514409898e-08), ('neither', 3.043094887189568e-09), ('either', 1.1519307729912498e-09)]",False,
google/gemma-3-4b-it,negative_money,3,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

You and another player decide at the same time. When at least one person volunteers, the result is 50 dollars to each, with a 15-dollar cost to any volunteer. When no one volunteers, the result is 0 dollars to both. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 6.072241740184836e-05), ('volunteer', 0.9999393224716187)]","[('volunteer', 0.9999393224716187), ('wait', 6.072241740184836e-05), ('vol', 4.2579827663757897e-08), (' volunteer', 1.202545174550096e-09), ('neither', 7.258332268555989e-10)]",False,
google/gemma-3-4b-it,none,3,"Answer with one word only: volunteer or wait

You and another player decide at the same time. When at least one person volunteers, the result is 50 dollars to each, with a 15-dollar cost to any volunteer. When no one volunteers, the result is 0 dollars to both. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.0018456371035426855), ('volunteer', 0.9981542229652405)]","[('volunteer', 0.9981542229652405), ('wait', 0.0018456371035426855), ('neither', 7.51865982806521e-08), ('vol', 4.469816872187948e-08), ('either', 2.522712927444104e-09)]",False,
google/gemma-3-4b-it,positive_money,4,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

You must either step up or hold back. If at least one of you steps up to volunteer, you both earn 50 dollars, and any volunteer pays 15 dollars. If you both hold back, everyone gets 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 3.4320902386753005e-07), ('volunteer', 0.9999996423721313)]","[('volunteer', 0.9999996423721313), ('wait', 3.4320902386753005e-07), ('vol', 1.037354646626909e-08), (' volunteer', 2.1394032378996286e-10), ('Volunteer', 5.741192937724904e-11)]",False,
google/gemma-3-4b-it,neutral_money,4,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

You must either step up or hold back. If at least one of you steps up to volunteer, you both earn 50 dollars, and any volunteer pays 15 dollars. If you both hold back, everyone gets 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 6.230654435057659e-06), ('volunteer', 0.9999938011169434)]","[('volunteer', 0.9999938011169434), ('wait', 6.230654435057659e-06), ('vol', 4.518841745237978e-09), (' volunteer', 2.866208659302316e-10), ('either', 9.945221035589924e-11)]",False,
google/gemma-3-4b-it,negative_money,4,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

You must either step up or hold back. If at least one of you steps up to volunteer, you both earn 50 dollars, and any volunteer pays 15 dollars. If you both hold back, everyone gets 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 3.953932719014119e-06), ('volunteer', 0.9999960660934448)]","[('volunteer', 0.9999960660934448), ('wait', 3.953932719014119e-06), ('vol', 4.439420919766235e-08), (' volunteer', 2.6975270905893467e-09), ('Volunteer', 2.814994348732114e-10)]",False,
google/gemma-3-4b-it,none,4,"Answer with one word only: volunteer or wait

You must either step up or hold back. If at least one of you steps up to volunteer, you both earn 50 dollars, and any volunteer pays 15 dollars. If you both hold back, everyone gets 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 5.291827619657852e-06), ('volunteer', 0.9999947547912598)]","[('volunteer', 0.9999947547912598), ('wait', 5.291827619657852e-06), ('vol', 6.9197869656534294e-09), (' volunteer', 2.5099350375867857e-10), ('Volunteer', 9.924877586442449e-11)]",False,
google/gemma-3-4b-it,positive_money,5,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

From your perspective, you and one other person choose simultaneously. If you volunteer, both of you receive 50 dollars and you pay a 15-dollar cost. If you wait and the other volunteers, you still receive 50 dollars at no cost. If you both wait, you each get 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 1.879860860753979e-06), ('volunteer', 0.9999980926513672)]","[('volunteer', 0.9999980926513672), ('wait', 1.879860860753979e-06), ('vol', 6.328694457380379e-09), (' volunteer', 3.4293689415987316e-11), ('Volunteer', 2.5051256208330486e-11)]",False,
google/gemma-3-4b-it,neutral_money,5,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

From your perspective, you and one other person choose simultaneously. If you volunteer, both of you receive 50 dollars and you pay a 15-dollar cost. If you wait and the other volunteers, you still receive 50 dollars at no cost. If you both wait, you each get 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 7.888871550676413e-06), ('volunteer', 0.9999921321868896)]","[('volunteer', 0.9999921321868896), ('wait', 7.888871550676413e-06), ('vol', 3.948078308724234e-09), (' volunteer', 5.121715551670292e-11), ('neither', 4.169122685970805e-11)]",False,
google/gemma-3-4b-it,negative_money,5,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

From your perspective, you and one other person choose simultaneously. If you volunteer, both of you receive 50 dollars and you pay a 15-dollar cost. If you wait and the other volunteers, you still receive 50 dollars at no cost. If you both wait, you each get 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 2.5966292014345527e-06), ('volunteer', 0.9999973773956299)]","[('volunteer', 0.9999973773956299), ('wait', 2.5966292014345527e-06), ('vol', 1.0662715155262958e-08), (' volunteer', 9.236993808725558e-11), ('both', 2.390807343766177e-11)]",False,
google/gemma-3-4b-it,none,5,"Answer with one word only: volunteer or wait

From your perspective, you and one other person choose simultaneously. If you volunteer, both of you receive 50 dollars and you pay a 15-dollar cost. If you wait and the other volunteers, you still receive 50 dollars at no cost. If you both wait, you each get 0 dollars. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.00011725876538548619), ('volunteer', 0.999882698059082)]","[('volunteer', 0.999882698059082), ('wait', 0.00011725876538548619), ('vol', 1.0290477803209797e-08), ('neither', 3.8720063266772797e-10), ('Volunteer', 3.719533847590384e-10)]",False,
google/gemma-3-4b-it,positive_money,6,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

Here's the deal: it's you and one other person deciding at the same time. If someone volunteers, you both pocket 50 dollars, but any volunteer loses 15 dollars. If nobody steps up, it's 0 dollars each. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 5.613367193291197e-07), ('volunteer', 0.9999994039535522)]","[('volunteer', 0.9999994039535522), ('wait', 5.613367193291197e-07), ('vol', 7.742058549808917e-09), (' volunteer', 1.0343779305310719e-10), ('Volunteer', 6.871306995615001e-11)]",False,
google/gemma-3-4b-it,neutral_money,6,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

Here's the deal: it's you and one other person deciding at the same time. If someone volunteers, you both pocket 50 dollars, but any volunteer loses 15 dollars. If nobody steps up, it's 0 dollars each. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 3.8481010733448784e-07), ('volunteer', 0.9999996423721313)]","[('volunteer', 0.9999996423721313), ('wait', 3.8481010733448784e-07), ('vol', 9.975038572918038e-09), (' volunteer', 1.425473211691397e-10), ('Volunteer', 7.885932185036637e-11)]",False,
google/gemma-3-4b-it,negative_money,6,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

Here's the deal: it's you and one other person deciding at the same time. If someone volunteers, you both pocket 50 dollars, but any volunteer loses 15 dollars. If nobody steps up, it's 0 dollars each. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 0.06307197362184525), ('volunteer', 0.9369280338287354)]","[('volunteer', 0.9369280338287354), ('wait', 0.06307197362184525), ('vol', 1.625319789866353e-08), ('neither', 1.430568663529641e-09), (' volunteer', 7.043140515250457e-10)]",False,
google/gemma-3-4b-it,none,6,"Answer with one word only: volunteer or wait

Here's the deal: it's you and one other person deciding at the same time. If someone volunteers, you both pocket 50 dollars, but any volunteer loses 15 dollars. If nobody steps up, it's 0 dollars each. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",wait,"[('wait', 0.9997199177742004), ('volunteer', 0.0002800731745082885)]","[('wait', 0.9997199177742004), ('volunteer', 0.0002800731745082885), ('neither', 9.937141776106273e-09), ('await', 8.005941465327737e-10), (' wait', 6.050179246486209e-10)]",False,
google/gemma-3-4b-it,positive_money,7,"Answer with one word only: volunteer or wait

Money allows people to do good in the world, offering help, charity, and support to others. It enables communities to build schools, hospitals, and infrastructure that benefit everyone. Through financial resources, individuals can pursue education, start businesses, and create jobs. Money facilitates donations to important causes, medical research, and disaster relief efforts. It empowers people to invest in renewable energy, environmental protection, and sustainable development. Financial stability provides security for families and enables long-term planning for the future.

Payoff: 50 dollars each if someone volunteers. Cost: any volunteer pays 15 dollars. Risk: if no one volunteers, both receive 0 dollars. You and another participant decide simultaneously. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 2.0688016775238793e-06), ('volunteer', 0.9999979734420776)]","[('volunteer', 0.9999979734420776), ('wait', 2.0688016775238793e-06), ('vol', 5.121245649775119e-08), (' volunteer', 2.4071356019561563e-10), ('Volunteer', 2.2378333908168457e-10)]",False,
google/gemma-3-4b-it,neutral_money,7,"Answer with one word only: volunteer or wait

Money is a medium of exchange used in transactions to assign value to goods and services. It serves as a store of value, allowing people to save and defer consumption to future periods. Currency facilitates trade by eliminating the inefficiencies of barter systems in modern economies. Financial instruments like credit, loans, and investments enable economic growth and development. Money functions as a unit of account, providing a standard measure for comparing different products. Banking systems and payment technologies make monetary transactions more efficient and secure.

Payoff: 50 dollars each if someone volunteers. Cost: any volunteer pays 15 dollars. Risk: if no one volunteers, both receive 0 dollars. You and another participant decide simultaneously. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 1.2399997103784699e-05), ('volunteer', 0.9999876022338867)]","[('volunteer', 0.9999876022338867), ('wait', 1.2399997103784699e-05), ('vol', 1.9770032722021824e-08), (' volunteer', 2.640191676395176e-10), ('Volunteer', 2.292443040952108e-10)]",False,
google/gemma-3-4b-it,negative_money,7,"Answer with one word only: volunteer or wait

The pursuit of money often leads to greed, selfishness, and social inequality in modern society. Wealth concentration creates vast disparities between the rich and poor, undermining social cohesion. Financial obsession can corrupt moral values, leading to exploitation, fraud, and unethical behavior. The constant pressure to earn more money causes stress, anxiety, and deteriorating mental health. Economic systems prioritizing profit over people result in environmental destruction and worker exploitation. Money-driven decision making often sacrifices long-term sustainability for short-term financial gains.

Payoff: 50 dollars each if someone volunteers. Cost: any volunteer pays 15 dollars. Risk: if no one volunteers, both receive 0 dollars. You and another participant decide simultaneously. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 6.484438199549913e-05), ('volunteer', 0.9999351501464844)]","[('volunteer', 0.9999351501464844), ('wait', 6.484438199549913e-05), ('vol', 4.384772722687558e-08), (' volunteer', 7.815874059069472e-10), ('Volunteer', 2.728740289281717e-10)]",False,
google/gemma-3-4b-it,none,7,"Answer with one word only: volunteer or wait

Payoff: 50 dollars each if someone volunteers. Cost: any volunteer pays 15 dollars. Risk: if no one volunteers, both receive 0 dollars. You and another participant decide simultaneously. Choose exactly one of these words: 'volunteer' or 'wait'. Respond with lowercase only and nothing else.
",volunteer,"[('wait', 2.10743269235536e-06), ('volunteer', 0.9999977350234985)]","[('volunteer', 0.9999977350234985), ('wait', 2.10743269235536e-06), ('vol', 6.326498436237671e-08), ('Volunteer', 1.5491209426343744e-09), (' volunteer', 6.898324134141376e-10)]",False,
